Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
1361012,1,2018-09-22,,1972249,62,1378,2,USD
1361013,1,2018-09-22,,601837,18,1412,9,EUR
1361014,1,2018-09-22,2018-09-28,1377272,0,1422,3,USD
1361015,1,2018-09-22,2018-09-27,1523497,0,1791,1,USD
1361016,1,2018-09-22,2018-09-26,1230757,0,460,2,USD
1361017,1,2018-09-22,,1481150,63,107,4,USD
1361019,1,2018-09-22,2018-09-24,312530,0,113,6,CAD
1361020,1,2018-09-22,,1441326,59,1417,1,USD
1361021,1,2018-09-22,,1670940,44,1548,3,USD
1361023,1,2018-09-22,,1877744,63,2076,2,USD
1361024,1,2018-09-22,,830447,32,2102,3,EUR
1361025,1,2018-09-22,,1451236,57,697,4,USD
1361026,1,2018-09-22,,844232,32,73,6,EUR
1361027,1,2018-09-22,,995272,40,416,5,GBP
1361028,1,2018-09-22,2018-09-28,1813454,0,1755,3,USD
1361029,1,2018-09-22,2018-09-25,17412,0,1768,7,AUD
1361031,1,2018-09-22,,1754382,63,1459,2,USD
1361032,1,2018-09-22,,1855347,59,433,1,USD
1361033,1,2018-09-22,2018-09-24,1217343,0,507,1,USD
1361034,1,2018-09-22,,860549,32,1802,2,EUR
1361035,1,2018-09-22,2018-09-28,1490471,0,418,3,USD
1361036,1,2018-09-22,,1601387,50,1021,1,USD
1362000,1,2018-09-23,,1766887,54,423,4,USD
1362001,1,2018-09-23,,1263974,57,99,3,USD
1363001,1,2018-09-24,2018-10-01,468948,0,1255,1,EUR
1363002,1,2018-09-24,,1296282,61,1378,2,USD
1363003,1,2018-09-24,,1761079,59,1648,8,USD
1363004,1,2018-09-24,,1916988,45,427,2,USD
1363005,1,2018-09-24,,270462,9,1777,4,CAD
1363006,1,2018-09-24,2018-09-28,588654,0,1602,2,EUR
1363007,1,2018-09-24,,157872,5,1609,3,AUD
1363008,1,2018-09-24,2018-09-27,199120,0,1701,3,AUD
1363009,1,2018-09-24,,599141,20,2102,2,EUR
1363010,1,2018-09-24,,502758,27,1460,10,EUR
1363011,1,2018-09-24,,1838833,63,678,2,USD
1363012,1,2018-09-24,,329514,10,49,2,CAD
1363014,1,2018-09-24,,1360550,44,1578,5,USD
1363015,1,2018-09-24,2018-10-03,1837603,0,1486,1,USD
1364000,1,2018-09-25,,1269780,66,650,2,USD
1364001,1,2018-09-25,,777994,30,55,3,EUR
1364002,1,2018-09-25,,2080735,48,569,2,USD
1364004,1,2018-09-25,2018-09-29,1075069,0,677,2,GBP
1364005,1,2018-09-25,,1739992,44,419,1,USD
1364006,1,2018-09-25,,730747,30,1753,4,EUR
1364007,1,2018-09-25,,1992835,66,420,4,USD
1364008,1,2018-09-25,,93389,5,1574,2,AUD
1364009,1,2018-09-25,,1705952,63,444,6,USD
1364010,1,2018-09-25,,1453090,61,1577,2,USD
1364011,1,2018-09-25,,1817680,54,1804,3,USD
1364012,1,2018-09-25,,1877381,66,1573,2,USD
1364013,1,2018-09-25,,871505,33,1760,1,EUR
1364014,1,2018-09-25,,461221,21,103,6,EUR
1364015,1,2018-09-25,,590960,22,1516,3,EUR
1364016,1,2018-09-25,,1305648,59,1064,1,USD
1364017,1,2018-09-25,,1936262,47,825,2,USD
1364018,1,2018-09-25,,1754205,55,1703,1,USD
1364019,1,2018-09-25,2018-09-29,581404,0,1423,4,EUR
1365000,1,2018-09-26,,933344,42,2177,3,GBP
1365001,1,2018-09-26,,2006313,57,416,4,USD
1365002,1,2018-09-26,,529903,23,1259,2,EUR
1365003,1,2018-09-26,,1423675,43,1639,5,USD
1365004,1,2018-09-26,,1677703,43,28,3,USD
1365005,1,2018-09-26,,1557811,64,448,1,USD
1365006,1,2018-09-26,,2077257,43,1697,3,USD
1365008,1,2018-09-26,,1418448,48,1266,2,USD
1365010,1,2018-09-26,,1798993,63,796,6,USD
1365011,1,2018-09-26,,2057632,55,95,2,USD
1365012,1,2018-09-26,,323542,8,447,3,CAD
1365013,1,2018-09-26,,1490800,59,957,2,USD
1365014,1,2018-09-26,,686760,18,705,2,EUR
1365015,1,2018-09-26,2018-09-28,1718240,0,1645,2,USD
1365016,1,2018-09-26,,1915808,44,157,8,USD
1365017,1,2018-09-26,,1407626,65,422,4,USD
1365018,1,2018-09-26,,394173,9,432,7,CAD
1365019,1,2018-09-26,,331947,9,1303,2,CAD
1365020,1,2018-09-26,,927241,37,457,5,GBP
1365021,1,2018-09-26,,1529852,44,69,3,USD
1365022,1,2018-09-26,,1389047,64,1680,4,USD
1365023,1,2018-09-26,,828969,34,2378,2,EUR
1365024,1,2018-09-26,,1138327,42,1706,6,GBP
1365025,1,2018-09-26,,1519413,50,446,4,USD
1365026,1,2018-09-26,,379142,9,1277,2,CAD
1366000,1,2018-09-27,,1471544,64,1990,1,USD
1366001,1,2018-09-27,2018-09-30,1556602,0,600,8,USD
1366002,1,2018-09-27,,1252167,65,106,2,USD
1366003,1,2018-09-27,,1418618,64,1600,3,USD
1366004,1,2018-09-27,,713731,29,1533,1,EUR
1366005,1,2018-09-27,,1238419,65,101,1,USD
1366006,1,2018-09-27,,1595616,63,114,1,USD
1366007,1,2018-09-27,,1933298,44,1575,2,USD
1366009,1,2018-09-27,,619712,12,115,2,EUR
1366010,1,2018-09-27,,2095309,59,1521,2,USD
1366011,1,2018-09-27,,336525,8,339,3,CAD
1366012,1,2018-09-27,,360001,9,469,3,CAD
1366014,1,2018-09-27,,1599307,53,92,4,USD
1366015,1,2018-09-27,,1761007,65,93,3,USD
1366016,1,2018-09-27,,1732661,49,63,3,USD
1366017,1,2018-09-27,,1241190,57,1645,1,USD
1366019,1,2018-09-27,,1542784,49,1645,1,USD
1366020,1,2018-09-27,,1317031,43,69,10,USD
1366021,1,2018-09-27,,886493,33,1619,1,EUR
1366023,1,2018-09-27,,1735341,49,1588,2,USD
1366024,1,2018-09-27,,1789996,56,1458,2,USD
1366025,1,2018-09-27,,1722880,53,1664,4,USD
1366026,1,2018-09-27,,1697767,50,428,4,USD
1366027,1,2018-09-27,2018-09-30,382565,0,48,6,CAD
1367000,1,2018-09-28,2018-10-04,907138,0,419,10,GBP
1367001,1,2018-09-28,,2033974,55,612,6,USD
1367002,1,2018-09-28,,1962805,63,1696,2,USD
1367003,1,2018-09-28,,2093071,55,1624,1,USD
1367004,1,2018-09-28,,556099,21,407,3,EUR
1367005,1,2018-09-28,,1533401,50,162,3,USD
1367006,1,2018-09-28,,1702428,61,458,5,USD
1367007,1,2018-09-28,,1605189,47,103,10,USD
1367008,1,2018-09-28,,1958543,64,1130,4,USD
1367009,1,2018-09-28,,490731,23,593,1,EUR
1367010,1,2018-09-28,,1670940,44,1714,9,USD
1367011,1,2018-09-28,,1636845,56,2466,5,USD
1367013,1,2018-09-28,2018-10-02,1946805,0,1480,2,USD
1367015,1,2018-09-28,,1666310,50,1658,2,USD
1367016,1,2018-09-28,2018-10-03,1694314,0,1704,8,USD
1367017,1,2018-09-28,,1295537,50,1728,3,USD
1367018,1,2018-09-28,,17412,6,1664,5,AUD
1367019,1,2018-09-28,2018-10-02,1626189,0,1993,5,USD
1367020,1,2018-09-28,,404819,23,2029,8,EUR
1368001,1,2018-09-29,,2014226,62,77,3,USD
1368002,1,2018-09-29,,1344505,65,2123,5,USD
1368005,1,2018-09-29,,1812290,63,431,1,USD
1368006,1,2018-09-29,,1011206,37,64,2,GBP
1368008,1,2018-09-29,,579994,23,1456,8,EUR
1368010,1,2018-09-29,,1043858,39,435,9,GBP
1368011,1,2018-09-29,2018-10-01,902878,0,55,2,GBP
1368012,1,2018-09-29,,1553271,51,1731,5,USD
1368013,1,2018-09-29,2018-10-01,421945,0,1545,3,EUR
1368014,1,2018-09-29,,1969433,51,451,2,USD
1368015,1,2018-09-29,,1607033,56,432,1,USD
1368016,1,2018-09-29,2018-10-05,1691351,0,150,1,USD
1368017,1,2018-09-29,,861320,34,1607,1,EUR
1368018,1,2018-09-29,,379953,10,48,2,CAD
1368019,1,2018-09-29,,1457500,48,1146,1,USD
1368020,1,2018-09-29,,1203510,59,2180,7,USD
1368021,1,2018-09-29,2018-10-03,2025840,0,1020,3,USD
1368022,1,2018-09-29,,1724776,54,100,2,USD
1368024,1,2018-09-29,,2096214,44,2136,1,USD
1368025,1,2018-09-29,2018-10-04,1929478,0,22,1,USD
1368026,1,2018-09-29,2018-10-03,1950884,0,1416,1,USD
1368027,1,2018-09-29,,535359,20,416,3,EUR
1368028,1,2018-09-29,2018-10-04,1392223,0,708,10,USD
1368029,1,2018-09-29,,1956840,49,1490,3,USD
1368030,1,2018-09-29,2018-10-02,1468248,0,1608,1,USD
1368031,1,2018-09-29,,1886283,44,1473,2,USD
1368033,1,2018-09-29,,1488175,57,1707,4,USD
1368034,1,2018-09-29,,1029492,38,659,1,GBP
1368035,1,2018-09-29,,2081470,49,903,4,USD
1369001,1,2018-09-30,,1094026,36,1508,1,GBP
1370000,1,2018-10-01,,935232,38,1695,2,GBP
1370001,1,2018-10-01,,2079677,53,1,4,USD
1370002,1,2018-10-01,,306809,8,1767,1,CAD
1370003,1,2018-10-01,,1799542,63,1709,2,USD
1370004,1,2018-10-01,,1433269,51,1471,2,USD
1370005,1,2018-10-01,,2029379,54,2090,1,USD
1370006,1,2018-10-01,,236612,8,1245,2,CAD
1370007,1,2018-10-01,,1297890,56,523,2,USD
1370010,1,2018-10-01,,73070,5,419,2,AUD
1370011,1,2018-10-01,2018-10-08,1310403,0,1603,4,USD
1370012,1,2018-10-01,,1214389,54,1557,1,USD
1370013,1,2018-10-01,2018-10-04,1706860,0,1643,1,USD
1370014,1,2018-10-01,,1655733,43,1786,4,USD
1370015,1,2018-10-01,,1678135,43,426,2,USD
1371000,1,2018-10-02,,1257599,48,1304,8,USD
1371001,1,2018-10-02,,751446,29,502,3,EUR
1371002,1,2018-10-02,,1510628,61,1523,1,USD
1371003,1,2018-10-02,,315445,10,773,6,CAD
1371004,1,2018-10-02,2018-10-08,769851,0,1526,1,EUR
1371005,1,2018-10-02,,930820,39,1723,8,GBP
1371006,1,2018-10-02,,1860642,51,1177,1,USD
1371007,1,2018-10-02,,1765917,43,1825,6,USD
1371008,1,2018-10-02,,869957,34,440,1,EUR
1371009,1,2018-10-02,,1278417,45,2236,1,USD
1371010,1,2018-10-02,2018-10-07,747526,0,2492,2,EUR
1371011,1,2018-10-02,,874079,34,432,1,EUR
1371012,1,2018-10-02,,1464440,57,1018,1,USD
1371013,1,2018-10-02,2018-10-08,416872,0,180,1,EUR
1371014,1,2018-10-02,,1956497,61,1547,1,USD
1371015,1,2018-10-02,2018-10-07,686625,0,1445,8,EUR
1371016,1,2018-10-02,2018-10-06,1789789,0,550,1,USD
1371017,1,2018-10-02,,947510,40,1582,1,GBP
1371018,1,2018-10-02,,1935843,65,115,6,USD
1371019,1,2018-10-02,2018-10-06,1313198,0,1568,2,USD
1371020,1,2018-10-02,,1465552,62,1243,2,USD
1371021,1,2018-10-02,,1534799,59,1617,2,USD
1372000,1,2018-10-03,,899140,32,519,3,EUR
1372001,1,2018-10-03,,1312920,64,1429,7,USD
1372002,1,2018-10-03,,1058138,39,1987,1,GBP
1372003,1,2018-10-03,,102466,6,1120,1,AUD
1372004,1,2018-10-03,,1170836,36,2506,1,GBP
1372005,1,2018-10-03,,1539245,51,448,4,USD
1372006,1,2018-10-03,,1306013,65,780,1,USD
1372007,1,2018-10-03,,170077,4,1615,1,AUD
1372008,1,2018-10-03,,1156456,42,2184,3,GBP
1372009,1,2018-10-03,,1440748,62,1711,1,USD
1372011,1,2018-10-03,,1587609,54,2501,3,USD
1372012,1,2018-10-03,2018-10-07,2002439,0,2054,3,USD
1372014,1,2018-10-03,2018-10-05,1663333,0,2054,1,USD
1372015,1,2018-10-03,,1890777,57,2455,1,USD
1372016,1,2018-10-03,,1899970,66,2455,1,USD
1372017,1,2018-10-03,2018-10-05,1979728,0,139,3,USD
1372018,1,2018-10-03,,1800716,59,182,2,USD
1372019,1,2018-10-03,2018-10-07,2092037,0,402,1,USD
1372020,1,2018-10-03,,2004284,48,1660,4,USD
1372021,1,2018-10-03,,1477343,53,422,9,USD
1372022,1,2018-10-03,2018-10-09,495703,0,2074,2,EUR
1372023,1,2018-10-03,,1732455,48,192,2,USD
1372024,1,2018-10-03,2018-10-09,2067182,0,114,1,USD
1372025,1,2018-10-03,,573465,27,2324,3,EUR
1373000,1,2018-10-04,,1256256,51,1594,3,USD
1373002,1,2018-10-04,2018-10-10,1629610,0,432,3,USD
1373003,1,2018-10-04,,1201865,65,1407,2,USD
1373004,1,2018-10-04,,1014258,37,1689,1,GBP
1373006,1,2018-10-04,,1360960,65,2061,2,USD
1373007,1,2018-10-04,,2057608,55,2039,2,USD
1373009,1,2018-10-04,2018-10-06,1962740,0,1659,7,USD
1373010,1,2018-10-04,2018-10-08,226740,0,874,2,CAD
1373012,1,2018-10-04,,417360,21,1637,1,EUR
1373013,1,2018-10-04,,1096834,37,110,3,GBP
1373014,1,2018-10-04,,1605807,59,79,4,USD
1373015,1,2018-10-04,,1571311,50,1641,7,USD
1373016,1,2018-10-04,,1451784,56,1703,6,USD
1373019,1,2018-10-04,2018-10-07,411864,0,101,4,EUR
1373020,1,2018-10-04,2018-10-12,607852,0,149,2,EUR
1373021,1,2018-10-04,2018-10-09,230405,0,2022,1,CAD
1373022,1,2018-10-04,,1509335,61,2110,2,USD
1373023,1,2018-10-04,2018-10-07,246420,0,386,1,CAD
1373024,1,2018-10-04,,1339269,43,1815,8,USD
1373025,1,2018-10-04,2018-10-11,1684287,0,1670,2,USD
1373026,1,2018-10-04,,1525000,61,431,2,USD
1373027,1,2018-10-04,,1517504,47,68,2,USD
1373028,1,2018-10-04,2018-10-09,1183661,0,802,2,GBP
1374000,1,2018-10-05,,1203564,57,1991,2,USD
1374002,1,2018-10-05,2018-10-10,2071030,0,415,1,USD
1374003,1,2018-10-05,,1936191,51,152,2,USD
1374005,1,2018-10-05,,921825,36,481,2,GBP
1374006,1,2018-10-05,,65269,5,89,4,AUD
1374007,1,2018-10-05,2018-10-10,200208,0,1706,1,CAD
1374010,1,2018-10-05,2018-10-07,422132,0,2374,2,EUR
1374011,1,2018-10-05,2018-10-08,1680645,0,1361,2,USD
1374012,1,2018-10-05,,784276,30,455,1,EUR
1374013,1,2018-10-05,,1503933,62,1373,2,USD
1374014,1,2018-10-05,,1226395,45,1421,1,USD
1374015,1,2018-10-05,,1778793,65,422,2,USD
1374016,1,2018-10-05,,478298,19,1666,9,EUR
1374017,1,2018-10-05,,1707121,54,355,4,USD
1374019,1,2018-10-05,,891325,34,1555,6,EUR
1374020,1,2018-10-05,,489744,23,1618,1,EUR
1374021,1,2018-10-05,,1620629,47,1479,5,USD
1375001,1,2018-10-06,,1755769,45,207,1,USD
1375002,1,2018-10-06,2018-10-13,829295,0,708,2,EUR
1375003,1,2018-10-06,,61881,5,2014,2,AUD
1375004,1,2018-10-06,,1410180,43,1481,1,USD
1375005,1,2018-10-06,,1535726,65,2507,2,USD
1375006,1,2018-10-06,,1970944,63,1531,1,USD
1375008,1,2018-10-06,,877347,31,1596,3,EUR
1375009,1,2018-10-06,2018-10-11,436818,0,1710,3,EUR
1375010,1,2018-10-06,,205480,9,78,2,CAD
1375011,1,2018-10-06,,717682,30,1784,1,EUR
1375013,1,2018-10-06,2018-10-10,1900993,0,63,4,USD
1375014,1,2018-10-06,,1173158,40,74,3,GBP
1375015,1,2018-10-06,,1540227,53,1622,4,USD
1375016,1,2018-10-06,,643597,14,2066,3,EUR
1375017,1,2018-10-06,,1032522,37,1654,1,GBP
1375020,1,2018-10-06,,1040205,42,1504,6,GBP
1375021,1,2018-10-06,,220775,10,1620,2,CAD
1375022,1,2018-10-06,,1150012,37,1523,5,GBP
1375023,1,2018-10-06,,703716,30,21,6,EUR
1375024,1,2018-10-06,,947758,37,427,2,GBP
1375025,1,2018-10-06,2018-10-09,1431908,0,1357,1,USD
1375026,1,2018-10-06,,2014565,66,1561,2,USD
1375027,1,2018-10-06,,471768,27,481,9,EUR
1375028,1,2018-10-06,,1251392,48,1514,2,USD
1375030,1,2018-10-06,,1383330,64,1531,8,USD
1375031,1,2018-10-06,,1246775,54,1782,3,USD
1375032,1,2018-10-06,,845864,31,1562,3,EUR
1375033,1,2018-10-06,,1802110,63,1417,1,USD
1375034,1,2018-10-06,2018-10-12,1767858,0,2099,2,USD
1375036,1,2018-10-06,,1098100,37,1557,3,GBP
1375037,1,2018-10-06,2018-10-09,55411,0,61,1,AUD
1376000,1,2018-10-07,,623186,14,574,1,EUR
1376001,1,2018-10-07,,1233674,47,432,1,USD
1376002,1,2018-10-07,,1607269,55,446,2,USD
1377000,1,2018-10-08,2018-10-15,728116,0,432,6,EUR
1377001,1,2018-10-08,,910717,39,1134,6,GBP
1377002,1,2018-10-08,,859240,33,1673,4,EUR
1377003,1,2018-10-08,,398156,8,290,4,CAD
1377004,1,2018-10-08,,1175311,37,2441,1,GBP
1377006,1,2018-10-08,,1484561,64,1106,5,USD
1377007,1,2018-10-08,,1063700,38,1768,1,GBP
1377008,1,2018-10-08,,1541789,43,429,8,USD
1377009,1,2018-10-08,,477328,21,1523,3,EUR
1377010,1,2018-10-08,2018-10-15,1877046,0,1629,1,USD
1377012,1,2018-10-08,,2086596,62,1660,5,USD
1377013,1,2018-10-08,,933344,40,48,3,GBP
1377014,1,2018-10-08,,1613129,57,1687,3,USD
1377015,1,2018-10-08,,1414666,65,1725,8,USD
1378000,1,2018-10-09,,650854,14,1696,6,EUR
1378001,1,2018-10-09,,2012901,50,29,5,USD
1378003,1,2018-10-09,,1700598,55,1558,2,USD
1378004,1,2018-10-09,,151851,5,99,4,AUD
1378005,1,2018-10-09,,1909007,62,1029,2,USD
1378006,1,2018-10-09,,433811,20,49,2,EUR
1378007,1,2018-10-09,,1416154,50,102,3,USD
1378008,1,2018-10-09,,1499317,65,1748,2,USD
1378009,1,2018-10-09,,1948539,62,124,1,USD
1378010,1,2018-10-09,,1854563,45,1026,2,USD
1378011,1,2018-10-09,,1847047,65,154,1,USD
1378012,1,2018-10-09,,1981868,62,967,8,USD
1378014,1,2018-10-09,,1472967,66,1055,3,USD
1378015,1,2018-10-09,,1042267,40,1110,1,GBP
1378016,1,2018-10-09,,2032912,49,444,3,USD
1378017,1,2018-10-09,,1199675,42,163,3,GBP
1378018,1,2018-10-09,2018-10-12,1251931,0,1686,2,USD
1378019,1,2018-10-09,2018-10-11,1451323,0,1845,2,USD
1378020,1,2018-10-09,,42364,4,1613,7,AUD
1379000,1,2018-10-10,,496016,24,1096,4,EUR
1379001,1,2018-10-10,2018-10-13,401221,0,1630,7,EUR
1379002,1,2018-10-10,,1048733,36,427,2,GBP
1379003,1,2018-10-10,,1517088,47,1652,3,USD
1379004,1,2018-10-10,,383459,8,1591,7,CAD
1379005,1,2018-10-10,,725672,29,1440,2,EUR
1379006,1,2018-10-10,2018-10-12,901225,0,422,5,GBP
1379007,1,2018-10-10,,299061,9,1777,2,CAD
1379009,1,2018-10-10,,1430625,56,1660,1,USD
1379010,1,2018-10-10,2018-10-16,1442048,0,2005,1,USD
1379012,1,2018-10-10,2018-10-15,1119796,0,376,8,GBP
1379013,1,2018-10-10,2018-10-15,326829,0,434,3,CAD
1379015,1,2018-10-10,2018-10-16,2042291,0,854,1,USD
1379016,1,2018-10-10,2018-10-15,771158,0,438,3,EUR
1379017,1,2018-10-10,2018-10-19,559585,0,1670,2,EUR
1379018,1,2018-10-10,,1702950,44,1252,1,USD
1379020,1,2018-10-10,,237541,9,1658,6,CAD
1379021,1,2018-10-10,,1956960,59,1610,1,USD
1379022,1,2018-10-10,,1165391,38,1585,1,GBP
1379025,1,2018-10-10,,1601287,55,1604,2,USD
1379026,1,2018-10-10,2018-10-17,565369,0,1791,2,EUR
1380000,1,2018-10-11,,1425577,65,871,7,USD
1380001,1,2018-10-11,,2073379,55,589,3,USD
1380002,1,2018-10-11,2018-10-13,1584520,0,1757,2,USD
1380003,1,2018-10-11,,1242018,62,2340,3,USD
1380004,1,2018-10-11,,868347,31,2037,3,EUR
1380005,1,2018-10-11,2018-10-14,801069,0,1584,1,EUR
1380006,1,2018-10-11,,1646102,44,1852,2,USD
1380007,1,2018-10-11,,49776,6,2109,2,AUD
1380008,1,2018-10-11,,1254069,50,1660,2,USD
1380009,1,2018-10-11,,1873895,57,1474,2,USD
1380010,1,2018-10-11,,336239,9,1472,6,CAD
1380011,1,2018-10-11,,1011273,40,179,1,GBP
1380012,1,2018-10-11,2018-10-12,543834,0,460,6,EUR
1380013,1,2018-10-11,,1364334,66,86,3,USD
1380015,1,2018-10-11,,921384,40,1565,1,GBP
1380016,1,2018-10-11,,1688501,59,1953,2,USD
1380017,1,2018-10-11,,1836410,50,2114,6,USD
1380018,1,2018-10-11,2018-10-16,980164,0,1054,7,GBP
1380019,1,2018-10-11,2018-10-15,1306378,0,886,5,USD
1380020,1,2018-10-11,,2086673,61,420,2,USD
1380021,1,2018-10-11,2018-10-12,1345382,0,1623,10,USD
1380022,1,2018-10-11,,454192,19,1248,5,EUR
1380023,1,2018-10-11,,1529235,57,1435,1,USD
1380024,1,2018-10-11,,609259,13,2501,1,EUR
1380025,1,2018-10-11,,272601,8,992,6,CAD
1380026,1,2018-10-11,,879778,32,454,7,EUR
1380027,1,2018-10-11,,861729,32,1532,4,EUR
1380028,1,2018-10-11,,1203564,50,1815,3,USD
1380029,1,2018-10-11,,1956497,53,441,10,USD
1381000,1,2018-10-12,,1146324,36,1212,2,GBP
1381001,1,2018-10-12,,845362,33,1419,2,EUR
1381002,1,2018-10-12,,1130205,40,1611,3,GBP
1381003,1,2018-10-12,,634713,17,422,3,EUR
1381004,1,2018-10-12,,1388042,65,2108,6,USD
1381005,1,2018-10-12,,1657334,49,1598,6,USD
1381006,1,2018-10-12,,1878787,55,1409,3,USD
1381007,1,2018-10-12,,1810547,45,425,3,USD
1381008,1,2018-10-12,,1512083,49,80,1,USD
1381009,1,2018-10-12,2018-10-16,574104,0,1689,3,EUR
1381010,1,2018-10-12,,254265,9,2370,1,CAD
1381011,1,2018-10-12,,1660494,44,2491,10,USD
1381012,1,2018-10-12,,802041,34,422,5,EUR
1381014,1,2018-10-12,,1876912,61,1703,2,USD
1381015,1,2018-10-12,,748876,29,97,2,EUR
1381016,1,2018-10-12,,839949,31,655,5,EUR
1381017,1,2018-10-12,,501427,24,123,2,EUR
1381018,1,2018-10-12,,2029441,51,1598,5,USD
1381019,1,2018-10-12,2018-10-17,1583625,0,201,3,USD
1382000,1,2018-10-13,,1864772,54,1656,5,USD
1382001,1,2018-10-13,,1154631,38,1645,3,GBP
1382002,1,2018-10-13,,1756709,61,1024,7,USD
1382004,1,2018-10-13,2018-10-16,1979251,0,1545,1,USD
1382005,1,2018-10-13,2018-10-18,532533,0,2104,2,EUR
1382006,1,2018-10-13,,1367711,44,1616,1,USD
1382007,1,2018-10-13,,1916463,51,1603,3,USD
1382008,1,2018-10-13,2018-10-18,1240494,0,1612,6,USD
1382009,1,2018-10-13,2018-10-18,1923575,0,48,7,USD
1382010,1,2018-10-13,,769121,30,184,6,EUR
1382012,1,2018-10-13,,180605,5,1481,1,AUD
1382013,1,2018-10-13,,493610,22,443,1,EUR
1382014,1,2018-10-13,,586687,19,2429,1,EUR
1382016,1,2018-10-13,,812557,31,1,7,EUR
1382017,1,2018-10-13,2018-10-19,366774,0,1594,3,CAD
1382019,1,2018-10-13,,362479,9,502,2,CAD
1382022,1,2018-10-13,2018-10-16,820848,0,1364,2,EUR
1382023,1,2018-10-13,,744459,29,1677,2,EUR
1382024,1,2018-10-13,,2054967,62,2516,3,USD
1382025,1,2018-10-13,,1874501,51,2503,1,USD
1382028,1,2018-10-13,,392359,10,1227,1,CAD
1382029,1,2018-10-13,,440119,20,103,8,EUR
1382030,1,2018-10-13,,1365286,56,452,1,USD
1382031,1,2018-10-13,,1213537,49,61,1,USD
1382032,1,2018-10-13,,1484963,56,163,4,USD
1382033,1,2018-10-13,2018-10-14,1599869,0,68,1,USD
1382034,1,2018-10-13,,1682660,59,1501,6,USD
1382035,1,2018-10-13,,892664,33,2504,7,EUR
1382036,1,2018-10-13,,1053393,40,1794,1,GBP
1383000,1,2018-10-14,2018-10-22,646871,0,90,7,EUR
1383001,1,2018-10-14,,1675160,50,450,1,USD
1383002,1,2018-10-14,,44728,5,84,1,AUD
1384000,1,2018-10-15,,1273372,55,1631,3,USD
1384001,1,2018-10-15,,796191,30,1686,1,EUR
1384004,1,2018-10-15,,1218356,65,1457,3,USD
1384005,1,2018-10-15,,1381618,59,165,1,USD
1384006,1,2018-10-15,2018-10-18,1441326,0,2089,2,USD
1384007,1,2018-10-15,,1559404,55,1398,4,USD
1384008,1,2018-10-15,,1494306,51,1992,4,USD
1384009,1,2018-10-15,2018-10-20,1267986,0,435,4,USD
1384010,1,2018-10-15,,2043959,66,1603,3,USD
1384011,1,2018-10-15,2018-10-17,1363203,0,453,2,USD
1384012,1,2018-10-15,,175282,5,1370,2,AUD
1384013,1,2018-10-15,,831657,34,644,3,EUR
1384014,1,2018-10-15,,314334,9,1234,1,CAD
1384015,1,2018-10-15,,1340597,57,1684,1,USD
1384016,1,2018-10-15,,939738,37,90,4,GBP
1385000,1,2018-10-16,,1306301,48,84,3,USD
1385002,1,2018-10-16,,411864,19,1580,6,EUR
1385003,1,2018-10-16,,1756709,61,789,1,USD
1385005,1,2018-10-16,,144080,4,1623,5,AUD
1385006,1,2018-10-16,,1225213,44,454,1,USD
1385007,1,2018-10-16,2018-10-18,1918342,0,1505,1,USD
1385008,1,2018-10-16,,1312610,63,1408,4,USD
1385009,1,2018-10-16,,367753,8,88,2,CAD
1385010,1,2018-10-16,,2053862,43,1091,3,USD
1385011,1,2018-10-16,,1036986,39,449,5,GBP
1385012,1,2018-10-16,,527586,19,1679,2,EUR
1385013,1,2018-10-16,,1791691,47,2511,1,USD
1385014,1,2018-10-16,,988194,40,456,5,GBP
1385015,1,2018-10-16,,1492176,49,2057,4,USD
1385016,1,2018-10-16,,444807,22,395,1,EUR
1385017,1,2018-10-16,,1031203,39,1112,2,GBP
1385018,1,2018-10-16,,957843,37,1868,1,GBP
1385019,1,2018-10-16,,2034965,44,631,1,USD
1386000,1,2018-10-17,,286234,10,1578,1,CAD
1386001,1,2018-10-17,,486934,23,1601,4,EUR
1386002,1,2018-10-17,2018-10-22,913935,0,589,2,GBP
1386003,1,2018-10-17,2018-10-24,1969704,0,447,1,USD
1386004,1,2018-10-17,,1954880,66,489,2,USD
1386005,1,2018-10-17,,114561,5,1973,2,AUD
1386006,1,2018-10-17,,633649,16,1428,1,EUR
1386007,1,2018-10-17,,692257,13,171,2,EUR
1386008,1,2018-10-17,,1693028,48,407,1,USD
1386009,1,2018-10-17,,151628,4,1604,3,AUD
1386010,1,2018-10-17,,959092,37,449,7,GBP
1386011,1,2018-10-17,,1943078,61,347,3,USD
1386012,1,2018-10-17,2018-10-20,1567719,0,2494,2,USD
1386013,1,2018-10-17,,1116892,37,147,2,GBP
1386014,1,2018-10-17,,1612490,65,1570,1,USD
1386018,1,2018-10-17,,1561454,57,459,2,USD
1386019,1,2018-10-17,2018-10-22,308834,0,1696,3,CAD
1386021,1,2018-10-17,,1532522,50,445,2,USD
1386022,1,2018-10-17,,1675546,50,52,5,USD
1386023,1,2018-10-17,,539314,23,444,4,EUR
1386024,1,2018-10-17,2018-10-21,2048275,0,1675,6,USD
1386025,1,2018-10-17,,927256,39,1716,1,GBP
1386026,1,2018-10-17,,577183,21,483,2,EUR
1387000,1,2018-10-18,,1514233,66,2040,3,USD
1387001,1,2018-10-18,,1346790,44,230,3,USD
1387002,1,2018-10-18,,1069316,42,75,1,GBP
